0 0 0 nt_# -4.06044
0 0 0 nt_$ -4.06044
0 0 0 nt_'' -4.06044
0 0 0 nt_, -4.06044
0 0 0 nt_-LRB- -4.06044
0 0 0 nt_-RRB- -4.06044
0 0 0 nt_. -4.06044
0 0 0 nt_: -4.06044
0 0 0 nt_CC -4.06044
0 0 0 nt_CD -4.06044
0 0 0 nt_DT -4.06044
0 0 0 nt_EX -4.06044
0 0 0 nt_FW -4.06044
0 0 0 nt_IN -4.06044
0 0 0 nt_JJ -2.26868
0 0 0 nt_JJR -4.06044
0 0 0 nt_JJS -4.06044
0 0 0 nt_LS -4.06044
0 0 0 nt_MD -4.06044
0 0 0 nt_NN -2.96183
0 0 0 nt_NNP -2.11453
0 0 0 nt_NNPS -4.06044
0 0 0 nt_NNS -4.06044
0 0 0 nt_PDT -4.06044
0 0 0 nt_POS -4.06044
0 0 0 nt_PRP -4.06044
0 0 0 nt_PRP$ -4.06044
0 0 0 nt_RB -4.06044
0 0 0 nt_RBR -4.06044
0 0 0 nt_RBS -4.06044
0 0 0 nt_RP -4.06044
0 0 0 nt_SYM -4.06044
0 0 0 nt_TO -4.06044
0 0 0 nt_UH -4.06044
0 0 0 nt_VB -4.06044
0 0 0 nt_VBD -4.06044
0 0 0 nt_VBG -4.06044
0 0 0 nt_VBN -4.06044
0 0 0 nt_VBP -4.06044
0 0 0 nt_VBZ -4.06044
0 0 0 nt_WDT -4.06044
0 0 0 nt_WP -4.06044
0 0 0 nt_WP$ -4.06044
0 0 0 nt_WRB -4.06044
0 0 0 nt_`` -4.06044
0 0 1 nt_# -6.7511
0 0 1 nt_$ -6.7511
0 0 1 nt_'' -6.7511
0 0 1 nt_, -6.7511
0 0 1 nt_-LRB- -6.7511
0 0 1 nt_-RRB- -6.7511
0 0 1 nt_. -6.7511
0 0 1 nt_: -6.7511
0 0 1 nt_CC -6.7511
0 0 1 nt_CD -6.7511
0 0 1 nt_DT -6.7511
0 0 1 nt_EX -6.7511
0 0 1 nt_FW -6.7511
0 0 1 nt_IN -3.97851
0 0 1 nt_JJ -4.80519
0 0 1 nt_JJR -6.7511
0 0 1 nt_JJS -6.7511
0 0 1 nt_LS -6.7511
0 0 1 nt_MD -6.7511
0 0 1 nt_NN -2.79986
0 0 1 nt_NNP -0.23343
0 0 1 nt_NNPS -6.7511
0 0 1 nt_NNS -6.7511
0 0 1 nt_PDT -6.7511
0 0 1 nt_POS -6.7511
0 0 1 nt_PRP -6.7511
0 0 1 nt_PRP$ -6.7511
0 0 1 nt_RB -6.7511
0 0 1 nt_RBR -6.7511
0 0 1 nt_RBS -6.7511
0 0 1 nt_RP -6.7511
0 0 1 nt_SYM -6.7511
0 0 1 nt_TO -6.7511
0 0 1 nt_UH -6.7511
0 0 1 nt_VB -6.7511
0 0 1 nt_VBD -6.7511
0 0 1 nt_VBG -2.60797
0 0 1 nt_VBN -6.7511
0 0 1 nt_VBP -6.7511
0 0 1 nt_VBZ -6.7511
0 0 1 nt_WDT -6.7511
0 0 1 nt_WP -6.7511
0 0 1 nt_WP$ -6.7511
0 0 1 nt_WRB -6.7511
0 0 1 nt_`` -6.7511
0 1 0 nt_# -3.85015
0 1 0 nt_$ -3.85015
0 1 0 nt_'' -3.85015
0 1 0 nt_, -3.85015
0 1 0 nt_-LRB- -3.85015
0 1 0 nt_-RRB- -3.85015
0 1 0 nt_. -3.85015
0 1 0 nt_: -3.85015
0 1 0 nt_CC -3.85015
0 1 0 nt_CD -3.85015
0 1 0 nt_DT -3.85015
0 1 0 nt_EX -3.85015
0 1 0 nt_FW -3.85015
0 1 0 nt_IN -3.85015
0 1 0 nt_JJ -2.75154
0 1 0 nt_JJR -3.85015
0 1 0 nt_JJS -3.85015
0 1 0 nt_LS -3.85015
0 1 0 nt_MD -3.85015
0 1 0 nt_NN -3.85015
0 1 0 nt_NNP -3.85015
0 1 0 nt_NNPS -3.85015
0 1 0 nt_NNS -3.85015
0 1 0 nt_PDT -3.85015
0 1 0 nt_POS -3.85015
0 1 0 nt_PRP -3.85015
0 1 0 nt_PRP$ -3.85015
0 1 0 nt_RB -3.85015
0 1 0 nt_RBR -3.85015
0 1 0 nt_RBS -3.85015
0 1 0 nt_RP -3.85015
0 1 0 nt_SYM -3.85015
0 1 0 nt_TO -3.85015
0 1 0 nt_UH -3.85015
0 1 0 nt_VB -3.85015
0 1 0 nt_VBD -3.85015
0 1 0 nt_VBG -3.85015
0 1 0 nt_VBN -3.85015
0 1 0 nt_VBP -3.85015
0 1 0 nt_VBZ -3.85015
0 1 0 nt_WDT -3.85015
0 1 0 nt_WP -3.85015
0 1 0 nt_WP$ -3.85015
0 1 0 nt_WRB -3.85015
0 1 0 nt_`` -3.85015
0 1 1 nt_# -6.28227
0 1 1 nt_$ -6.28227
0 1 1 nt_'' -6.28227
0 1 1 nt_, -6.28227
0 1 1 nt_-LRB- -6.28227
0 1 1 nt_-RRB- -6.28227
0 1 1 nt_. -6.28227
0 1 1 nt_: -6.28227
0 1 1 nt_CC -6.28227
0 1 1 nt_CD -6.28227
0 1 1 nt_DT -6.28227
0 1 1 nt_EX -6.28227
0 1 1 nt_FW -6.28227
0 1 1 nt_IN -6.28227
0 1 1 nt_JJ -4.33636
0 1 1 nt_JJR -6.28227
0 1 1 nt_JJS -6.28227
0 1 1 nt_LS -6.28227
0 1 1 nt_MD -6.28227
0 1 1 nt_NN -5.18365
0 1 1 nt_NNP -0.202334
0 1 1 nt_NNPS -6.28227
0 1 1 nt_NNS -6.28227
0 1 1 nt_PDT -6.28227
0 1 1 nt_POS -6.28227
0 1 1 nt_PRP -6.28227
0 1 1 nt_PRP$ -6.28227
0 1 1 nt_RB -2.43212
0 1 1 nt_RBR -6.28227
0 1 1 nt_RBS -6.28227
0 1 1 nt_RP -6.28227
0 1 1 nt_SYM -6.28227
0 1 1 nt_TO -6.28227
0 1 1 nt_UH -6.28227
0 1 1 nt_VB -6.28227
0 1 1 nt_VBD -6.28227
0 1 1 nt_VBG -6.28227
0 1 1 nt_VBN -6.28227
0 1 1 nt_VBP -6.28227
0 1 1 nt_VBZ -6.28227
0 1 1 nt_WDT -6.28227
0 1 1 nt_WP -6.28227
0 1 1 nt_WP$ -6.28227
0 1 1 nt_WRB -6.28227
0 1 1 nt_`` -6.28227
0 2 0 nt_# -4.97673
0 2 0 nt_$ -4.97673
0 2 0 nt_'' -4.97673
0 2 0 nt_, -4.97673
0 2 0 nt_-LRB- -4.97673
0 2 0 nt_-RRB- -4.97673
0 2 0 nt_. -4.97673
0 2 0 nt_: -4.97673
0 2 0 nt_CC -4.97673
0 2 0 nt_CD -4.97673
0 2 0 nt_DT -4.97673
